,source,text,retweet_count,favorite_count,is_retweet,id_str,date,time,hour,week,time_start,time_end,duration,listed_title,top_category,listed_location
70,TWITTER FOR IPHONE,BASED ON THE FACT THAT THE SHIPS AND SAILORS HAVE NOT BEEN RETURNED TO UKRAINE FROM RUSSIA I HAVE DECIDED IT WOULD BE BEST FOR ALL PARTIES CONCERNED TO CANCEL MY PREVIOUSLY SCHEDULED MEETING....,19346.0,82126.0,FALSE,1.06818E+18,2018-11-29,16:34:00,16,4.0,10:20:00,19:55:00,9.583333332999999,"DEPART WASHINGTON, DC EN ROUTE BUENOS AIRES, ARGENTINA",TRAVEL,TRAVEL
71,TWITTER FOR IPHONE,BILLIONS OF DOLLARS ARE POURING INTO THE COFFERS OF THE U.S.A. BECAUSE OF THE TARIFFS BEING CHARGED TO CHINA AND THERE IS A LONG WAY TO GO. IF COMPANIES DON’T WANT TO PAY TARIFFS BUILD IN THE U.S.A. OTHERWISE LETS JUST MAKE OUR COUNTRY RICHER THAN EVER BEFORE!,21663.0,94046.0,FALSE,1.06812E+18,2018-11-29,12:32:00,12,4.0,10:20:00,19:55:00,9.583333332999999,"DEPART WASHINGTON, DC EN ROUTE BUENOS AIRES, ARGENTINA",TRAVEL,TRAVEL
72,TWITTER FOR IPHONE,WHEN WILL THIS ILLEGAL JOSEPH MCCARTHY STYLE WITCH HUNT ONE THAT HAS SHATTERED SO MANY INNOCENT LIVES EVER END-OR WILL IT JUST GO ON FOREVER? AFTER WASTING MORE THAN $40000000 (IS THAT POSSIBLE?) IT HAS PROVEN ONLY ONE THING-THERE WAS NO COLLUSION WITH RUSSIA. SO RIDICULOUS!,23745.0,88691.0,FALSE,1.06812E+18,2018-11-29,12:16:00,12,4.0,10:20:00,19:55:00,9.583333332999999,"DEPART WASHINGTON, DC EN ROUTE BUENOS AIRES, ARGENTINA",TRAVEL,TRAVEL
73,TWITTER FOR IPHONE,DID YOU EVER SEE AN INVESTIGATION MORE IN SEARCH OF A CRIME? AT THE SAME TIME MUELLER AND THE ANGRY DEMOCRATS AREN’T EVEN LOOKING AT THE ATROCIOUS AND PERHAPS SUBVERSIVE CRIMES THAT WERE COMMITTED BY CROOKED HILLARY CLINTON AND THE DEMOCRATS. A TOTAL DISGRACE!,26413.0,99632.0,FALSE,1.06811E+18,2018-11-29,11:54:00,11,4.0,10:20:00,19:55:00,9.583333332999999,"DEPART WASHINGTON, DC EN ROUTE BUENOS AIRES, ARGENTINA",TRAVEL,TRAVEL
74,TWITTER FOR IPHONE,GENERAL MOTORS IS VERY COUNTER TO WHAT OTHER AUTO AND OTHER COMPANIES ARE DOING. BIG STEEL IS OPENING AND RENOVATING PLANTS ALL OVER THE COUNTRY. AUTO COMPANIES ARE POURING INTO THE U.S. INCLUDING BMW WHICH JUST ANNOUNCED A MAJOR NEW PLANT. THE U.S.A. IS BOOMING!,18834.0,83713.0,FALSE,1.06811E+18,2018-11-29,11:37:00,11,4.0,10:20:00,19:55:00,9.583333332999999,"DEPART WASHINGTON, DC EN ROUTE BUENOS AIRES, ARGENTINA",TRAVEL,TRAVEL
75,TWITTER FOR IPHONE,....IN ARGENTINA WITH PRESIDENT VLADIMIR PUTIN. I LOOK FORWARD TO A MEANINGFUL SUMMIT AGAIN AS SOON AS THIS SITUATION IS RESOLVED!,13108.0,60098.0,FALSE,1.06818E+18,2018-11-29,16:34:00,16,4.0,10:20:00,19:55:00,9.583333332999999,"DEPART WASHINGTON, DC EN ROUTE BUENOS AIRES, ARGENTINA",TRAVEL,TRAVEL
76,TWITTER FOR IPHONE,#USMCA🇺🇸🇲🇽🇨🇦 HTTPS://T.CO/7CYSYBYBD1,12170.0,48997.0,FALSE,1.06849E+18,2018-11-30,13:08:00,13,4.0,12:55:00,13:10:00,0.25,BILATERAL PULL-ASIDE WITH THE PRIME MINISTER OF THE COMMONWEALTH OF AUSTRALIA,EVENT,"BUENOS AIRES, ARGENTINA"
77,TWITTER FOR IPHONE,....LIGHTLY LOOKED AT DOING A BUILDING SOMEWHERE IN RUSSIA. PUT UP ZERO MONEY ZERO GUARANTEES AND DIDN’T DO THE PROJECT. WITCH HUNT!,19094.0,86967.0,FALSE,1.06844E+18,2018-11-30,09:59:00,9,4.0,09:45:00,10:00:00,0.25,DEPART PARK HYATT PALACE EN ROUTE CENTRO COSTA SALGUERO,TRAVEL,TRAVEL
78,TWITTER FOR IPHONE,OH I GET IT! I AM A VERY GOOD DEVELOPER HAPPILY LIVING MY LIFE WHEN I SEE OUR COUNTRY GOING IN THE WRONG DIRECTION (TO PUT IT MILDLY). AGAINST ALL ODDS I DECIDE TO RUN FOR PRESIDENT &AMP; CONTINUE TO RUN MY BUSINESS-VERY LEGAL &AMP; VERY COOL TALKED ABOUT IT ON THE CAMPAIGN TRAIL...,31895.0,156832.0,FALSE,1.06844E+18,2018-11-30,09:52:00,9,4.0,09:45:00,10:00:00,0.25,DEPART PARK HYATT PALACE EN ROUTE CENTRO COSTA SALGUERO,TRAVEL,TRAVEL
79,TWITTER FOR IPHONE,MY MEETING IN ARGENTINA WITH PRESIDENT XI OF CHINA WAS AN EXTRAORDINARY ONE. RELATIONS WITH CHINA HAVE TAKEN A BIG LEAP FORWARD! VERY GOOD THINGS WILL HAPPEN. WE ARE DEALING FROM GREAT STRENGTH BUT CHINA LIKEWISE HAS MUCH TO GAIN IF AND WHEN A DEAL IS COMPLETED. LEVEL THE FIELD!,16456.0,73335.0,FALSE,1.06958E+18,2018-12-03,12:54:00,12,5.0,12:30:00,13:30:00,1.0,LUNCH,LUNCH,PRIVATE DINING ROOM
80,TWITTER FOR IPHONE,LOOKING FORWARD TO BEING WITH THE BUSH FAMILY TO PAY MY RESPECTS TO PRESIDENT GEORGE H.W. BUSH.,13015.0,89014.0,FALSE,1.06963E+18,2018-12-03,16:37:00,16,5.0,16:00:00,16:45:00,0.75,POLICY TIME,MEETING,OVAL OFFICE
81,TWITTER FOR IPHONE,BOB MUELLER (WHO IS A MUCH DIFFERENT MAN THAN PEOPLE THINK) AND HIS OUT OF CONTROL BAND OF ANGRY DEMOCRATS DON’T WANT THE TRUTH THEY ONLY WANT LIES. THE TRUTH IS VERY BAD FOR THEIR MISSION!,26098.0,100413.0,FALSE,1.06962E+18,2018-12-03,15:56:00,15,5.0,15:30:00,16:00:00,0.5,EXECUTIVE TIME,EXECUTIVE_TIME,OVAL OFFICE
82,TWITTER FOR IPHONE,“I WILL NEVER TESTIFY AGAINST TRUMP.” THIS STATEMENT WAS RECENTLY MADE BY ROGER STONE ESSENTIALLY STATING THAT HE WILL NOT BE FORCED BY A ROGUE AND OUT OF CONTROL PROSECUTOR TO MAKE UP LIES AND STORIES ABOUT “PRESIDENT TRUMP.” NICE TO KNOW THAT SOME PEOPLE STILL HAVE “GUTS!”,23763.0,99508.0,FALSE,1.06962E+18,2018-12-03,15:48:00,15,5.0,15:30:00,16:00:00,0.5,EXECUTIVE TIME,EXECUTIVE_TIME,OVAL OFFICE
83,TWITTER FOR IPHONE,PRESIDENT XI AND I HAVE A VERY STRONG AND PERSONAL RELATIONSHIP. HE AND I ARE THE ONLY TWO PEOPLE THAT CAN BRING ABOUT MASSIVE AND VERY POSITIVE CHANGE ON TRADE AND FAR BEYOND BETWEEN OUR TWO GREAT NATIONS. A SOLUTION FOR NORTH KOREA IS A GREAT THING FOR CHINA AND ALL!,14471.0,65427.0,FALSE,1.06958E+18,2018-12-03,13:18:00,13,5.0,12:30:00,13:30:00,1.0,LUNCH,LUNCH,PRIVATE DINING ROOM
84,TWITTER FOR IPHONE,“MICHAEL COHEN ASKS JUDGE FOR NO PRISON TIME.” YOU MEAN HE CAN DO ALL OF THE TERRIBLE UNRELATED TO TRUMP THINGS HAVING TO DO WITH FRAUD BIG LOANS TAXIS ETC. AND NOT SERVE A LONG PRISON TERM? HE MAKES UP STORIES TO GET A GREAT &AMP; ALREADY REDUCED DEAL FOR HIMSELF AND GET.....,18288.0,74551.0,FALSE,1.06961E+18,2018-12-03,15:24:00,15,5.0,15:00:00,15:30:00,0.5,MEDIA INTERVIEW,EVENT,OVAL OFFICE
85,TWITTER FOR IPHONE,....HIS WIFE AND FATHER-IN-LAW (WHO HAS THE MONEY?) OFF SCOTT FREE. HE LIED FOR THIS OUTCOME AND SHOULD IN MY OPINION SERVE A FULL AND COMPLETE SENTENCE.,14527.0,67271.0,FALSE,1.06961E+18,2018-12-03,15:29:00,15,5.0,15:00:00,15:30:00,0.5,MEDIA INTERVIEW,EVENT,OVAL OFFICE
86,TWITTER FOR IPHONE,FARMERS WILL BE A A VERY BIG AND FAST BENEFICIARY OF OUR DEAL WITH CHINA. THEY INTEND TO START PURCHASING AGRICULTURAL PRODUCT IMMEDIATELY. WE MAKE THE FINEST AND CLEANEST PRODUCT IN THE WORLD AND THAT IS WHAT CHINA WANTS. FARMERS I LOVE YOU!,26165.0,116728.0,FALSE,1.06958E+18,2018-12-03,13:01:00,13,5.0,12:30:00,13:30:00,1.0,LUNCH,LUNCH,PRIVATE DINING ROOM
87,TWITTER FOR IPHONE,LOOKING FORWARD TO BEING WITH THE WONDERFUL BUSH FAMILY AT BLAIR HOUSE TODAY. THE FORMER FIRST LADY WILL BE COMING OVER TO THE WHITE HOUSE THIS MORNING TO BE GIVEN A TOUR OF THE CHRISTMAS DECORATIONS BY MELANIA. THE ELEGANCE &AMP; PRECISION OF THE LAST TWO DAYS HAVE BEEN REMARKABLE!,12945.0,70814.0,FALSE,1.06996E+18,2018-12-04,14:22:00,14,5.0,14:00:00,14:30:00,0.5,POLICY TIME,MEETING,OVAL OFFICE
88,TWITTER FOR IPHONE,......ON SEEING WHETHER OR NOT A REAL DEAL WITH CHINA IS ACTUALLY POSSIBLE. IF IT IS WE WILL GET IT DONE. CHINA IS SUPPOSED TO START BUYING AGRICULTURAL PRODUCT AND MORE IMMEDIATELY. PRESIDENT XI AND I WANT THIS DEAL TO HAPPEN AND IT PROBABLY WILL. BUT IF NOT REMEMBER......,11715.0,54617.0,FALSE,1.06997E+18,2018-12-04,14:55:00,14,5.0,14:30:00,15:30:00,1.0,EXECUTIVE TIME,EXECUTIVE_TIME,OVAL OFFICE
89,TWITTER FOR IPHONE,....I AM A TARIFF MAN. WHEN PEOPLE OR COUNTRIES COME IN TO RAID THE GREAT WEALTH OF OUR NATION I WANT THEM TO PAY FOR THE PRIVILEGE OF DOING SO. IT WILL ALWAYS BE THE BEST WAY TO MAX OUT OUR ECONOMIC POWER. WE ARE RIGHT NOW TAKING IN $BILLIONS IN TARIFFS. MAKE AMERICA RICH AGAIN,25270.0,122159.0,FALSE,1.06997E+18,2018-12-04,15:03:00,15,5.0,14:30:00,15:30:00,1.0,EXECUTIVE TIME,EXECUTIVE_TIME,OVAL OFFICE
90,TWITTER FOR IPHONE,.....BUT IF A FAIR DEAL IS ABLE TO BE MADE WITH CHINA ONE THAT DOES ALL OF THE MANY THINGS WE KNOW MUST BE FINALLY DONE I WILL HAPPILY SIGN. LET THE NEGOTIATIONS BEGIN. MAKE AMERICA GREAT AGAIN!,13058.0,59933.0,FALSE,1.06997E+18,2018-12-04,15:10:00,15,5.0,14:30:00,15:30:00,1.0,EXECUTIVE TIME,EXECUTIVE_TIME,OVAL OFFICE
91,TWITTER FOR IPHONE,COULD SOMEBODY PLEASE EXPLAIN TO THE DEMOCRATS (WE NEED THEIR VOTES) THAT OUR COUNTRY LOSSES 250 BILLION DOLLARS A YEAR ON ILLEGAL IMMIGRATION NOT INCLUDING THE TERRIBLE DRUG FLOW. TOP BORDER SECURITY INCLUDING A WALL IS $25 BILLION. PAYS FOR ITSELF IN TWO MONTHS. GET IT DONE!,36409.0,121752.0,FALSE,1.06999E+18,2018-12-04,16:22:00,16,5.0,15:45:00,17:00:00,1.25,EXECUTIVE TIME,EXECUTIVE_TIME,OVAL OFFICE
92,TWITTER FOR IPHONE,RT @CHARLIEKIRK11: THERE ARE RIOTS IN SOCIALIST FRANCE BECAUSE OF RADICAL LEFTIST FUEL TAXESMEDIA BARELY MENTIONING THISAMERICA IS BOOM…,30691.0,0.0,TRUE,1.06999E+18,2018-12-04,16:24:00,16,5.0,15:45:00,17:00:00,1.25,EXECUTIVE TIME,EXECUTIVE_TIME,OVAL OFFICE
93,TWITTER FOR IPHONE,HOPEFULLY OPEC WILL BE KEEPING OIL FLOWS AS IS NOT RESTRICTED. THE WORLD DOES NOT WANT TO SEE OR NEED HIGHER OIL PRICES!,17329.0,85502.0,FALSE,1.07033E+18,2018-12-05,14:44:00,14,5.0,12:55:00,17:50:00,4.916666667,EXECUTIVE TIME,EXECUTIVE_TIME,OVAL OFFICE
94,TWITTER FOR IPHONE,LOOKING FORWARD TO BEING WITH THE BUSH FAMILY. THIS IS NOT A FUNERAL THIS IS A DAY OF CELEBRATION FOR A GREAT MAN WHO HAS LED A LONG AND DISTINGUISHED LIFE. HE WILL BE MISSED!,18431.0,126149.0,FALSE,1.07032E+18,2018-12-05,13:56:00,13,5.0,12:55:00,17:50:00,4.916666667,EXECUTIVE TIME,EXECUTIVE_TIME,OVAL OFFICE
95,TWITTER FOR IPHONE,ONE OF THE VERY EXCITING THINGS TO COME OUT OF MY MEETING WITH PRESIDENT XI OF CHINA IS HIS PROMISE TO ME TO CRIMINALIZE THE SALE OF DEADLY FENTANYL COMING INTO THE UNITED STATES. IT WILL NOW BE CONSIDERED A “CONTROLLED SUBSTANCE.” THIS COULD BE A GAME CHANGER ON WHAT IS.......,14540.0,66465.0,FALSE,1.07031E+18,2018-12-05,13:44:00,13,5.0,12:55:00,17:50:00,4.916666667,EXECUTIVE TIME,EXECUTIVE_TIME,OVAL OFFICE
96,TWITTER FOR IPHONE,.....CONSIDERED TO BE THE WORST AND MOST DANGEROUS ADDICTIVE AND DEADLY SUBSTANCE OF THEM ALL. LAST YEAR OVER 77000 PEOPLE DIED FROM FENTANYL. IF CHINA CRACKS DOWN ON THIS “HORROR DRUG” USING THE DEATH PENALTY FOR DISTRIBUTORS AND PUSHERS THE RESULTS WILL BE INCREDIBLE!,17607.0,79452.0,FALSE,1.07031E+18,2018-12-05,13:51:00,13,5.0,12:55:00,17:50:00,4.916666667,EXECUTIVE TIME,EXECUTIVE_TIME,OVAL OFFICE
97,TWITTER FOR IPHONE,.....CHINA HAD AGREED TO START “IMMEDIATELY” BUYING U.S. PRODUCTS.” @BUSINESS,13117.0,62984.0,FALSE,1.0703E+18,2018-12-05,12:49:00,12,5.0,12:35:00,12:50:00,0.25,DEPART WASHINGTON NATIONAL CATHEDRAL EN ROUTE THE WHITE HOUSE,TRAVEL,TRAVEL
98,TWITTER FOR IPHONE,“CHINA OFFICIALLY ECHOED PRESIDENT DONALD TRUMP’S OPTIMISM OVER BILATERAL TRADE TALKS. CHINESE OFFICIALS HAVE BEGUN PREPARING TO RESTART IMPORTS OF U.S. SOYBEANS &AMP; LIQUIFIED NATURAL GAS THE FIRST SIGN CONFIRMING THE CLAIMS OF PRESIDENT DONALD TRUMP AND THE WHITE HOUSE THAT......,14786.0,65166.0,FALSE,1.0703E+18,2018-12-05,12:46:00,12,5.0,12:35:00,12:50:00,0.25,DEPART WASHINGTON NATIONAL CATHEDRAL EN ROUTE THE WHITE HOUSE,TRAVEL,TRAVEL
99,TWITTER FOR IPHONE,VERY STRONG SIGNALS BEING SENT BY CHINA ONCE THEY RETURNED HOME FROM THEIR LONG TRIP INCLUDING STOPS FROM ARGENTINA. NOT TO SOUND NAIVE OR ANYTHING BUT I BELIEVE PRESIDENT XI MEANT EVERY WORD OF WHAT HE SAID AT OUR LONG AND HOPEFULLY HISTORIC MEETING. ALL SUBJECTS DISCUSSED!,17072.0,86340.0,FALSE,1.07031E+18,2018-12-05,13:19:00,13,5.0,12:55:00,17:50:00,4.916666667,EXECUTIVE TIME,EXECUTIVE_TIME,OVAL OFFICE
100,TWITTER FOR IPHONE,WITHOUT THE PHONY RUSSIA WITCH HUNT AND WITH ALL THAT WE HAVE ACCOMPLISHED IN THE LAST ALMOST TWO YEARS (TAX &AMP; REGULATION CUTS JUDGE’S MILITARY VETS ETC.) MY APPROVAL RATING WOULD BE AT 75% RATHER THAN THE 50% JUST REPORTED BY RASMUSSEN. IT’S CALLED PRESIDENTIAL HARASSMENT!,27486.0,119107.0,FALSE,1.0707E+18,2018-12-06,15:17:00,15,5.0,15:00:00,15:30:00,0.5,MEETING WITH THE SECRETARY OF STATE,MEETING,OVAL OFFICE
101,TWITTER FOR IPHONE,MY THOUGHTS AND PRAYERS ARE WITH THE @USMC CREW MEMBERS WHO WERE INVOLVED IN A MID-AIR COLLISION OFF THE COAST OF JAPAN. THANK YOU TO @USFORCESJAPAN FOR THEIR IMMEDIATE RESPONSE AND RESCUE EFFORTS. WHATEVER YOU NEED WE ARE HERE FOR YOU. @IIIMEF,15926.0,77617.0,FALSE,1.07073E+18,2018-12-06,17:07:00,17,5.0,16:30:00,20:00:00,3.5,EXECUTIVE TIME,EXECUTIVE_TIME,OVAL OFFICE
102,TWITTER FOR IPHONE,WE WILL BE DOING A MAJOR COUNTER REPORT TO THE MUELLER REPORT. THIS SHOULD NEVER AGAIN BE ALLOWED TO HAPPEN TO A FUTURE PRESIDENT OF THE UNITED STATES!,23149.0,86395.0,FALSE,1.07106E+18,2018-12-07,14:56:00,14,5.0,14:15:00,16:20:00,2.083333333,"DEPART KANSAS CITY, MO EN ROUTE WASHINGTON, DC",TRAVEL,TRAVEL
103,TWITTER FOR IPHONE,I AM PLEASED TO ANNOUNCE THAT HEATHER NAUERT SPOKESWOMAN FOR THE UNITED STATES DEPARTMENT OF STATE WILL BE NOMINATED TO SERVE AS UNITED NATIONS AMBASSADOR. I WANT TO CONGRATULATE HEATHER AND THANK AMBASSADOR NIKKI HALEY FOR HER GREAT SERVICE TO OUR COUNTRY!,15855.0,76719.0,FALSE,1.07108E+18,2018-12-07,16:16:00,16,5.0,14:15:00,16:20:00,2.083333333,"DEPART KANSAS CITY, MO EN ROUTE WASHINGTON, DC",TRAVEL,TRAVEL
104,TWITTER FOR IPHONE,I AM PLEASED TO ANNOUNCE THAT I WILL BE NOMINATING THE HONORABLE WILLIAM P. BARR FOR THE POSITION OF ATTORNEY GENERAL OF THE UNITED STATES. AS THE FORMER AG FOR GEORGE H.W. BUSH....,13779.0,65313.0,FALSE,1.07108E+18,2018-12-07,16:18:00,16,5.0,14:15:00,16:20:00,2.083333333,"DEPART KANSAS CITY, MO EN ROUTE WASHINGTON, DC",TRAVEL,TRAVEL
105,TWITTER FOR IPHONE,....AND ONE OF THE MOST HIGHLY RESPECTED LAWYERS AND LEGAL MINDS IN THE COUNTRY HE WILL BE A GREAT ADDITION TO OUR TEAM. I LOOK FORWARD TO HAVING HIM JOIN OUR VERY SUCCESSFUL ADMINISTRATION!,11110.0,54308.0,FALSE,1.07108E+18,2018-12-07,16:18:00,16,5.0,14:15:00,16:20:00,2.083333333,"DEPART KANSAS CITY, MO EN ROUTE WASHINGTON, DC",TRAVEL,TRAVEL
106,TWITTER FOR IPHONE,MIKE POMPEO IS DOING A GREAT JOB I AM VERY PROUD OF HIM. HIS PREDECESSOR REX TILLERSON DIDN’T HAVE THE MENTAL CAPACITY NEEDED. HE WAS DUMB AS A ROCK AND I COULDN’T GET RID OF HIM FAST ENOUGH. HE WAS LAZY AS HELL. NOW IT IS A WHOLE NEW BALLGAME GREAT SPIRIT AT STATE!,28822.0,111720.0,FALSE,1.07113E+18,2018-12-07,20:02:00,20,5.0,19:30:00,21:00:00,1.5,SENIOR STAFF DINNER,EVENT,EAST ROOM
107,TWITTER FOR IPHONE,HOPEFULLY MITCH MCCONNELL WILL ASK FOR A VOTE ON CRIMINAL JUSTICE REFORM. IT IS EXTREMELY POPULAR AND HAS STRONG BIPARTISAN SUPPORT. IT WILL ALSO HELP A LOT OF PEOPLE SAVE TAXPAYER DOLLARS AND KEEP OUR COMMUNITIES SAFE. GO FOR IT MITCH!,17851.0,81241.0,FALSE,1.07115E+18,2018-12-07,20:56:00,20,5.0,19:30:00,21:00:00,1.5,SENIOR STAFF DINNER,EVENT,EAST ROOM
108,TWITTER FOR IPHONE,TODAY WE HONOR THOSE WHO PERISHED 77 YEARS AGO AT PEARL HARBOR AND WE SALUTE EVERY VETERAN WHO SERVED IN WORLD WAR II OVER THE 4 YEARS THAT FOLLOWED THAT HORRIFIC ATTACK. GOD BLESS AMERICA! HTTPS://T.CO/ZBU4NLVR4G HTTPS://T.CO/5HBLDRQG40,16884.0,66709.0,FALSE,1.07105E+18,2018-12-07,14:46:00,14,5.0,14:15:00,16:20:00,2.083333333,"DEPART KANSAS CITY, MO EN ROUTE WASHINGTON, DC",TRAVEL,TRAVEL
109,TWITTER FOR IPHONE,RT @WHITEHOUSE: PRESIDENT TRUMP DELIVERS REMARKS AT THE 2018 PROJECT SAFE NEIGHBORHOODS NATIONAL CONFERENCE HTTPS://T.CO/5OV86XUX1O,7549.0,0.0,TRUE,1.07111E+18,2018-12-07,18:48:00,18,5.0,16:45:00,19:30:00,2.75,EXECUTIVE TIME,EXECUTIVE_TIME,THE WHITE HOUSE
110,TWITTER FOR IPHONE,...THE LYING AND LEAKING BY THE PEOPLE DOING THE REPORT &AMP; ALSO BRUCE OHR (AND HIS LOVELY WIFE MOLLY) COMEY BRENNAN CLAPPER &AMP; ALL OF THE MANY FIRED PEOPLE OF THE FBI BE LISTED IN THE REPORT? WILL THE CORRUPTION WITHIN THE DNC &AMP; CLINTON CAMPAIGN BE EXPOSED?..AND SO MUCH MORE!,21570.0,86083.0,FALSE,1.07102E+18,2018-12-07,12:15:00,12,5.0,12:05:00,12:30:00,0.4166666667,DEPART KANSAS CITY INTERNATIONAL AIRPORT EN ROUTE THE WESTIN KANSAS CITY AT CROWN CENTER,TRAVEL,TRAVEL
111,TWITTER FOR IPHONE,....FOUNDATION BE LISTED AT THE TOP OF THE REPORT? WILL THE SCATHING DOCUMENT WRITTEN ABOUT LYIN’ JAMES COMEY BY THE MAN IN CHARGE OF THE CASE ROD ROSENSTEIN (WHO ALSO SIGNED THE FISA WARRANT) BE A BIG PART OF THE REPORT? ISN’T ROD THEREFORE TOTALLY CONFLICTED? WILL ALL OF....,17047.0,68705.0,FALSE,1.07101E+18,2018-12-07,11:53:00,11,5.0,09:20:00,11:55:00,2.583333333,"DEPART WASHINGTON, DC EN ROUTE KANSAS CITY, MO",TRAVEL,TRAVEL
112,TWITTER FOR IPHONE,.....OVERTURNED 9-0 IN THE UNITED STATES SUPREME COURT. DOING SAME THING TO PEOPLE NOW. WILL ALL OF THE SUBSTANTIAL &AMP; MANY CONTRIBUTIONS MADE BY THE 17 ANGRY DEMOCRATS TO THE CAMPAIGN OF CROOKED HILLARY BE LISTED IN TOP OF REPORT. WILL THE PEOPLE THAT WORKED FOR THE CLINTON....,15173.0,58913.0,FALSE,1.07101E+18,2018-12-07,11:40:00,11,5.0,09:20:00,11:55:00,2.583333333,"DEPART WASHINGTON, DC EN ROUTE KANSAS CITY, MO",TRAVEL,TRAVEL
113,TWITTER FOR IPHONE,....WILL ROBERT MUELLER’S BIG TIME CONFLICTS OF INTEREST BE LISTED AT THE TOP OF HIS REPUBLICANS ONLY REPORT. WILL ANDREW WEISSMAN’S HORRIBLE AND VICIOUS PROSECUTORIAL PAST BE LISTED IN THE REPORT. HE WRONGLY DESTROYED PEOPLE’S LIVES TOOK DOWN GREAT COMPANIES ONLY TO BE........,16962.0,64369.0,FALSE,1.071E+18,2018-12-07,11:28:00,11,5.0,09:20:00,11:55:00,2.583333333,"DEPART WASHINGTON, DC EN ROUTE KANSAS CITY, MO",TRAVEL,TRAVEL
114,TWITTER FOR IPHONE,ROBERT MUELLER AND LEAKIN’ LYIN’ JAMES COMEY ARE BEST FRIENDS JUST ONE OF MANY MUELLER CONFLICTS OF INTEREST. AND BYE THE WAY WASN’T THE WOMAN IN CHARGE OF PROSECUTING JEROME CORSI (WHO I DO NOT KNOW) IN CHARGE OF “LEGAL” AT THE CORRUPT CLINTON FOUNDATION? A TOTAL WITCH HUNT...,22732.0,86498.0,FALSE,1.071E+18,2018-12-07,11:18:00,11,5.0,09:20:00,11:55:00,2.583333333,"DEPART WASHINGTON, DC EN ROUTE KANSAS CITY, MO",TRAVEL,TRAVEL
115,TWITTER FOR IPHONE,CHINA TALKS ARE GOING VERY WELL!,14753.0,89620.0,FALSE,1.07103E+18,2018-12-07,13:13:00,13,5.0,12:50:00,13:35:00,0.75,REMARKS AT THE 2018 PROJECT SAFE NEIGHBORHOODS NATIONAL CONFERENCE,EVENT,"KANSAS CITY, MO"
116,TWITTER FOR IPHONE,“DEMOCRATS CAN’T FIND A SMOCKING GUN TYING THE TRUMP CAMPAIGN TO RUSSIA AFTER JAMES COMEY’S TESTIMONY. NO SMOCKING GUN...NO COLLUSION.” @FOXNEWS  THAT’S BECAUSE THERE WAS NO COLLUSION. SO NOW THE DEMS GO TO A SIMPLE PRIVATE TRANSACTION WRONGLY CALL IT A CAMPAIGN CONTRIBUTION...,25245.0,104794.0,FALSE,1.0721E+18,2018-12-10,11:46:00,11,6.0,11:00:00,12:00:00,1.0,MEETING WITH THE CHIEF OF STAFF,MEETING,OVAL OFFICE
117,TWITTER FOR IPHONE,“I DON’T CARE WHAT YOU THINK OF THE PRESIDENT...IT CANNOT BLEED OVER TO THE FBI...COMEY IS CONFIRMING THERE IS BIAS IN THE FBI...” -CHRIS SWECKER,23325.0,97884.0,FALSE,1.07257E+18,2018-12-11,18:55:00,18,6.0,16:45:00,19:30:00,2.75,EXECUTIVE TIME,EXECUTIVE_TIME,OVAL OFFICE
118,TWITTER FOR IPHONE,VERY PRODUCTIVE CONVERSATIONS GOING ON WITH CHINA! WATCH FOR SOME IMPORTANT ANNOUNCEMENTS!,16605.0,81650.0,FALSE,1.07248E+18,2018-12-11,13:19:00,13,6.0,12:30:00,13:30:00,1.0,LUNCH,LUNCH,PRIVATE DINING ROOM
119,TWITTER FOR IPHONE,GREAT JOB BY MICHAEL ANTON ON @FOXANDFRIENDS. A TRUE NATIONAL SECURITY EXPERT!,8881.0,47723.0,FALSE,1.07248E+18,2018-12-11,13:11:00,13,6.0,12:30:00,13:30:00,1.0,LUNCH,LUNCH,PRIVATE DINING ROOM
120,TWITTER FOR IPHONE,JAMES COMEY JUST TOTALLY EXPOSED HIS PARTISAN STANCE BY URGING HIS FELLOW DEMOCRATS TO TAKE BACK THE WHITE HOUSE IN 2020. IN OTHER WORDS HE IS AND HAS BEEN A DEMOCRAT. COMEY HAD NO RIGHT HEADING THE FBI AT ANY TIME BUT ESPECIALLY AFTER HIS MIND EXPLODED!,26474.0,104894.0,FALSE,1.07256E+18,2018-12-11,18:50:00,18,6.0,16:45:00,19:30:00,2.75,EXECUTIVE TIME,EXECUTIVE_TIME,OVAL OFFICE
121,TWITTER FOR IPHONE,....HOWEVER FOR STRICTLY POLITICAL REASONS AND BECAUSE THEY HAVE BEEN PULLED SO FAR LEFT DO NOT WANT BORDER SECURITY. THEY WANT OPEN BORDERS FOR ANYONE TO COME IN. THIS BRINGS LARGE SCALE CRIME AND DISEASE. OUR SOUTHERN BORDER IS NOW SECURE AND WILL REMAIN THAT WAY.......,20706.0,92172.0,FALSE,1.07246E+18,2018-12-11,12:12:00,12,6.0,11:30:00,12:15:00,0.75,MEETING WITH THE SENATE MINORITY LEADER AND THE HOUSE SPEAKER-DESIGNATE,MEETING,OVAL OFFICE
